,Compound,Negative,Neutral,Positive,Source,Time,Tweet,Tweets Ago
130,-0.743,0.27,0.73,0.0,CBSNews,Mon Apr 09 22:35:46 +0000 2018,"@CBSNews ""It's frankly, a real disgrace. It's an attack on our country,"" @POTUS says of FBI search on Cohen.… https://t.co/31HrzyJ5o0",31
131,0.0,0.0,1.0,0.0,CBSNews,Mon Apr 09 22:33:18 +0000 2018,"NEW: President Trump talks about FBI raid on his personal attorney, Michael Cohen. @POTUS calls it a ""disgraceful s… https://t.co/NXf2LybiTa",32
132,0.0,0.0,1.0,0.0,CBSNews,Mon Apr 09 22:28:00 +0000 2018,"RT @CBSEveningNews: COMING UP TONIGHT 

- We'll have more on today's FBI raid on the office of the president's personal attorney

- The pre…",33
133,0.0,0.0,1.0,0.0,CBSNews,Mon Apr 09 22:19:00 +0000 2018,"Fox News host Laura Ingraham returns from a one-week vacation tonight to ""The Ingraham Angle,"" a show that now has… https://t.co/4ilJ5QrtFz",34
134,0.0,0.0,1.0,0.0,CBSNews,Mon Apr 09 22:04:21 +0000 2018,Senator Tammy Duckworth (D-IL) has just become the first senator in U.S. history to give birth while in office.… https://t.co/jG29miWa49,35
135,0.0,0.0,1.0,0.0,CBSNews,Mon Apr 09 21:41:26 +0000 2018,"FBI agents stormed not only Michael Cohen's office, but also his New York residence, seizing documents and other ma… https://t.co/kmb7rIlN1i",36
136,0.6705,0.0,0.756,0.244,CBSNews,Mon Apr 09 21:21:49 +0000 2018,Los Angeles is painting some of its roads white and the reasons why are pretty cool -- literally.… https://t.co/BOh7mk3KNH,37
137,0.3612,0.0,0.884,0.116,CBSNews,Mon Apr 09 20:54:07 +0000 2018,"""Whether this is related to the [special counsel] Mueller investigation or the Stormy Daniels case, it looks like t… https://t.co/mK9HYlN66B",38
138,0.0,0.0,1.0,0.0,CBSNews,Mon Apr 09 20:37:01 +0000 2018,"NEW: ""The decision by the US Attorney’s Office in New York to conduct their investigation using search warrants is… https://t.co/W3P2jNWtLH",39
139,-0.4448,0.128,0.872,0.0,CBSNews,Mon Apr 09 20:35:49 +0000 2018,"MORE: ""It is unclear whether this is stemming from the Mueller investigation, whether it has anything to do with th… https://t.co/B8Tn8dX26z",40
140,0.0,0.0,1.0,0.0,CBSNews,Mon Apr 09 20:32:27 +0000 2018,"""We did learn that the seizure by FBI and law enforcement was under a court authorized warrant that was obtained in… https://t.co/hDtpV7saE4",41
141,0.0,0.0,1.0,0.0,CBSNews,Mon Apr 09 20:28:16 +0000 2018,MORE: Law enforcement agents conducted searches today at the New York office and New York residence of Trump person… https://t.co/yxNf1Qoeil,42
142,0.4019,0.0,0.856,0.144,CBSNews,Mon Apr 09 20:26:01 +0000 2018,MORE: Federal prosecutors in Manhattan obtained search warrant for Michael Cohen's office after special counsel in… https://t.co/EX9UTJPiRi,43
143,0.0,0.0,1.0,0.0,CBSNews,Mon Apr 09 20:19:29 +0000 2018,"NEW: FBI agents raid office of Michael Cohen, Pres. Trump's personal lawyer, according to New York Times report.… https://t.co/gpvCqz388d",44
144,-0.6369,0.304,0.6,0.096,CBSNews,Mon Apr 09 20:06:45 +0000 2018,U.S. Ambassador Nikki Haley speaks at UN Security Council emergency meeting in wake of suspected chemical attack in… https://t.co/MnnI2tTN6A,45
145,0.0,0.0,1.0,0.0,CBSNews,Mon Apr 09 20:00:02 +0000 2018,"Sen. Tammy Duckworth (D-IL) became the first sitting U.S. senator to give birth while holding office, with the deli… https://t.co/KLjDFjxvAV",46
146,-0.6369,0.38,0.5,0.12,CBSNews,Mon Apr 09 19:40:01 +0000 2018,U.N. Security Council holds emergency meeting after suspected chemical attack in Syria. https://t.co/8AoewaCf7J https://t.co/6Dpp0lPDwR,47
147,-0.6908,0.251,0.749,0.0,CBSNews,Mon Apr 09 19:30:02 +0000 2018,Four teens charged with throwing a sandbag from a Toledo overpass and causing the death of a car passenger have bee… https://t.co/7LNjKtX21z,48
148,-0.5994,0.163,0.837,0.0,CBSNews,Mon Apr 09 19:25:31 +0000 2018,"Saddam Hussein's statue toppled over 15 years ago today, becoming one of the most iconic moments of the Iraq war. https://t.co/4tUb83yfeR",49
149,0.0,0.0,1.0,0.0,CBSNews,Mon Apr 09 19:17:19 +0000 2018,"""I'm not going to get ahead once again of any actions that he U.S. may or may not take, but I think the president h… https://t.co/m7LHjrJmoM",50
150,-0.2732,0.156,0.736,0.108,CBSNews,Mon Apr 09 19:13:41 +0000 2018,"Reporter: Did chief of staff John Kelly recommend that [EPA administrator] Pruitt be fired. 

@PressSec: I'm not go… https://t.co/DA7Ts9i09R",51
151,0.3818,0.0,0.88,0.12,CBSNews,Mon Apr 09 19:11:51 +0000 2018,"""He's asked the department of agriculture to protect our farmers and will present a plan on specifics of that short… https://t.co/dV8XxHwqP9",52
152,0.296,0.0,0.862,0.138,CBSNews,Mon Apr 09 19:05:37 +0000 2018,"""The point of view that matters most here at the White House, as you well know, is the president's,"" @PressSec says… https://t.co/YYwlKcrZpM",53
153,-0.4588,0.13,0.87,0.0,CBSNews,Mon Apr 09 18:59:58 +0000 2018,"""We're still there, and I think that it is outrageous to say that the president has green-lit actions that have tak… https://t.co/0gHMGtbcrF",54
154,0.0,0.0,1.0,0.0,CBSNews,Mon Apr 09 18:56:04 +0000 2018,"""I can only speak on behalf of this government. For questions on that, I would refer you outside. At this time, the… https://t.co/5mXmVK5agz",55
155,-0.2263,0.106,0.894,0.0,CBSNews,Mon Apr 09 18:51:39 +0000 2018,WATCH NOW: White House briefing underway as U.S. considers possible military retaliation over suspected chemical at… https://t.co/QYIafgxKtA,56
156,0.4019,0.0,0.886,0.114,CBSNews,Mon Apr 09 18:50:41 +0000 2018,The Giants added a special player to their roster on Sunday -- an 8-year-old girl named Hailey who threw out the fi… https://t.co/8sHveDxHpt,57
157,0.0,0.0,1.0,0.0,CBSNews,Mon Apr 09 18:49:45 +0000 2018,".@SenDuckworth gives birth to baby girl, becomes first U.S. senator to give birth while in office.… https://t.co/0ydTqqQao3",58
158,0.0,0.0,1.0,0.0,CBSNews,Mon Apr 09 18:35:01 +0000 2018,Arizona Gov. Doug Ducey says 225 National Guard members are heading to the Mexico border to back President Trump's… https://t.co/ye5BCOJ12L,59
159,0.4019,0.0,0.856,0.144,CBSNews,Mon Apr 09 18:20:01 +0000 2018,Lawyers representing President Donald Trump's family hotel business appealed to Panama's president for help days be… https://t.co/Y5AWfsMHMt,60
160,0.0,0.0,1.0,0.0,CBSNews,Mon Apr 09 18:03:28 +0000 2018,Fox News' Sean Hannity says he will address comments by ABC late-night comic Jimmy Kimmel on his show Monday night… https://t.co/lgp4llLFPb,61
161,-0.4019,0.197,0.803,0.0,CBSNews,Mon Apr 09 17:45:02 +0000 2018,"Hockey player's body misidentified in bus crash, Canadian officials say https://t.co/rVRHxEiaXV https://t.co/fhUKF4Iwzw",62
162,0.3612,0.0,0.878,0.122,CBSNews,Mon Apr 09 17:30:49 +0000 2018,@CBSNews Reporter: Would you like to see executives from Google and Twitter and other tech companies come testify?… https://t.co/cBQv3EWrPr,63
163,0.0258,0.0,0.922,0.078,CBSNews,Mon Apr 09 17:30:33 +0000 2018,"On defensive amid Cambridge Analytica controversy, Facebook announces an independent ""election research commission""… https://t.co/pzJfe0uVwa",64
164,-0.2732,0.129,0.871,0.0,CBSNews,Mon Apr 09 17:23:58 +0000 2018,"@CBSNews ""My sense is that he takes it seriously because he knows that there is going to be a hard look at regulati… https://t.co/Z6AyGIziEk",65
165,0.0,0.0,1.0,0.0,CBSNews,Mon Apr 09 17:19:34 +0000 2018,MOMENTS AGO: Sen. Bill Nelson (D-FL) discusses meeting with Facebook CEO Mark Zuckerberg ahead of his congressional… https://t.co/R7JfdgovvL,66
166,-0.25,0.13,0.802,0.068,CBSNews,Mon Apr 09 17:15:32 +0000 2018,"Topless protestor charges Bill Cosby with ""Women's Lives Matter"" painted on her chest https://t.co/V6Mg4WIXcC https://t.co/Bi15PvmamV",67
167,-0.4939,0.259,0.741,0.0,CBSNews,Mon Apr 09 17:01:01 +0000 2018,Former manager says he warned Facebook about potential privacy risks in 2012 https://t.co/8ZNoas1iFj https://t.co/M6NqfugA48,68
168,0.0,0.0,1.0,0.0,CBSNews,Mon Apr 09 16:45:55 +0000 2018,"""Tony Robbins, if you talk to more SURVIVORS and less sexist businessmen maybe you'll understand what we want,""… https://t.co/KiBOv1rlhq",69
169,-0.6124,0.312,0.688,0.0,CBSNews,Mon Apr 09 16:15:01 +0000 2018,Pres. Trump confers with military on suspected gas attack in Syria https://t.co/25vr1d7xPe https://t.co/TrdrCYuFAp,70
170,0.0,0.0,1.0,0.0,CBSNews,Mon Apr 09 16:10:50 +0000 2018,"""Nothing is off the table"" in response to Syria, @POTUS says. ""The generals will figure it out over the next 24 hou… https://t.co/BNkvf136oZ",71
171,0.0772,0.0,0.942,0.058,CBSNews,Mon Apr 09 16:09:43 +0000 2018,"""If during the course of the negotiation [with China] they want to hit farmers because they think that hits me, I w… https://t.co/lq3DYQIjaR",72
172,0.2724,0.0,0.905,0.095,CBSNews,Mon Apr 09 16:05:44 +0000 2018,".@POTUS says he and Chinese President Xi Jinping are ""very good friends,"" but ""with that being said, China is takin… https://t.co/JqXrCEbwu5",73
173,0.0,0.0,1.0,0.0,CBSNews,Mon Apr 09 16:03:25 +0000 2018,"""If it is Russia, if it is Syria , if it is Iran, if it is all of them together, we will figure it out and we will… https://t.co/fTnAdlmlwt",74
174,0.0,0.0,1.0,0.0,CBSNews,Mon Apr 09 16:00:37 +0000 2018,"The Trump brothers' business trip to Dubai just cost taxpayers $73,000. https://t.co/weCZigp3SC https://t.co/LDtwGvlsgB",75
175,0.0,0.0,1.0,0.0,CBSNews,Mon Apr 09 15:57:42 +0000 2018,"WATCH: ""We are studying that situation extremely closely. We are meeting with our military and everyone else that w… https://t.co/lgm7XcH3vN",76
176,-0.8225,0.388,0.612,0.0,CBSNews,Mon Apr 09 15:45:01 +0000 2018,"Remains of Navy seaman killed in Pearl Harbor attack identified, military says https://t.co/WU0H6VSOp8 https://t.co/tUipUHTsYD",77
177,0.0,0.0,1.0,0.0,CBSNews,Mon Apr 09 15:30:02 +0000 2018,Toddler hit in the head by oxygen canister on American Airlines flight https://t.co/h86MMLUcMT https://t.co/1tT2fWiOX6,78
178,0.0,0.0,1.0,0.0,CBSNews,Mon Apr 09 15:15:01 +0000 2018,"""Still Standing"": Sir Elton John talks stellar career and farewell tour on @CBSThisMorning https://t.co/f4FpOifCGH https://t.co/N89MZFt61d",79
179,0.128,0.0,0.914,0.086,CBSNews,Mon Apr 09 15:00:24 +0000 2018,"Asked about potential airstrikes against Syria's Assad regime, U.S. Defense Secretary James Mattis replied: ""I don’… https://t.co/ER57YHYwNW",80
180,0.0,0.0,1.0,0.0,CBSNews,Mon Apr 09 14:45:02 +0000 2018,First look at the 2019 Chevy Camaro: General Motors has taken extraordinary measures to keep the reboot of the clas… https://t.co/WC0PBfqIVp,81
181,-0.2263,0.174,0.826,0.0,CBSNews,Mon Apr 09 14:30:01 +0000 2018,Apple co-founder protests Facebook by closing his account https://t.co/Qbz1SSmfrn https://t.co/sorVxVlqmI,82
182,-0.7269,0.337,0.663,0.0,CBSNews,Mon Apr 09 14:15:01 +0000 2018,Dozens of students hurt when bus roof sheared off in overpass crash https://t.co/IiFLHDLT0u https://t.co/NoMlbo0mN7,83
183,0.4588,0.0,0.857,0.143,CBSNews,Mon Apr 09 13:45:02 +0000 2018,"Republicans return to work with Trump agenda in mind, scrambling to compile a to-do list to satisfy a president the… https://t.co/qP7KZjEu7q",84
184,0.5106,0.0,0.784,0.216,CBSNews,Mon Apr 09 13:30:01 +0000 2018,"After pulling Facebook ads, Mozilla exec says trust ""isn't being earned"" https://t.co/Boo2oRO2Z9 https://t.co/XiwijxW0nd",85
185,-0.6808,0.295,0.705,0.0,CBSNews,Mon Apr 09 13:15:01 +0000 2018,"Trump says ""to hell with it"" about staff advice: AP https://t.co/xG62YDP4d3 https://t.co/JXzrtfllrT",86
186,-0.6369,0.349,0.521,0.13,CBSNews,Mon Apr 09 13:01:01 +0000 2018,President Trump seeks to ease fears about trade war with China https://t.co/AVB1SflRFT https://t.co/elYHUMvYkj,87
187,0.5719,0.0,0.856,0.144,CBSNews,Mon Apr 09 12:46:06 +0000 2018,"Music icon Elton John has nine #1 hits and has won 5 Grammys, an Oscar and a Tony. After touring the world for near… https://t.co/cYJfd2mH7V",88
188,0.0772,0.107,0.769,0.124,CBSNews,Mon Apr 09 12:41:01 +0000 2018,Self-help guru Tony Robbins asks for forgiveness after making controversial comments about #MeToo movement… https://t.co/pW57b4UUgF,89
189,0.0,0.0,1.0,0.0,CBSNews,Mon Apr 09 12:37:22 +0000 2018,Facebook CEO Mark Zuckerberg will testify before 3 Congressional committees in 2 hearings this week on how his comp… https://t.co/XAW1qLYaPY,90
190,0.0,0.0,1.0,0.0,CBSNews,Mon Apr 09 12:34:09 +0000 2018,Here’s a look at some of this morning’s headlines on @CBSThisMorning https://t.co/v5AuJ1FIfW,91
191,0.0,0.0,1.0,0.0,CBSNews,Mon Apr 09 12:24:20 +0000 2018,"First on @CBSThisMorning, a look at the 2019 Chevy Camaro before its public debut. General Motors has taken extraor… https://t.co/Eu6SMklbv9",92
192,0.8225,0.0,0.725,0.275,CBSNews,Mon Apr 09 12:21:01 +0000 2018,"“Captain America” is now the Masters champion. Patrick Reed, 27, has won his first major title at the Masters in Au… https://t.co/vvQIt7Ai4i",93
193,0.25,0.112,0.728,0.16,CBSNews,Mon Apr 09 12:15:59 +0000 2018,"A new memorial in Montgomery, Alabama features a tribute honoring thousands of victims of lynching. The memorial is… https://t.co/rMwwqAL4tf",94
194,-0.0516,0.118,0.773,0.109,CBSNews,Mon Apr 09 12:05:10 +0000 2018,U.S. officials say President Trump will wait for Monday's emergency meeting of the U.N. Security Council before dec… https://t.co/6VQsjm7ySK,95
195,-0.6542,0.229,0.771,0.0,CBSNews,Mon Apr 09 12:01:43 +0000 2018,"Missiles struck an air base in central Syria early Monday, but the Pentagon quickly denied claims from Syrian state… https://t.co/oAXBXxenos",96
196,0.0,0.0,1.0,0.0,CBSNews,Mon Apr 09 11:52:01 +0000 2018,Here’s a look at some of this morning’s headlines on @CBSThisMorning https://t.co/MLnHneRJq0,97
197,0.0,0.0,1.0,0.0,CBSNews,Mon Apr 09 11:43:18 +0000 2018,Facebook CEO Mark Zuckerberg prepares to testify to congress this week. Cambridge Analytica improperly obtained pri… https://t.co/ojHgr3qtLo,98
198,0.0,0.0,1.0,0.0,CBSNews,Mon Apr 09 11:41:01 +0000 2018,"Chuck McCann, the zany comic who hosted a children's television show in the 1960s before branching out as a charact… https://t.co/pf8IrSi2Ak",99
199,-0.4215,0.167,0.833,0.0,CBSNews,Mon Apr 09 11:34:10 +0000 2018,"Self-help guru Tony Robbins is apologizing for comments he made criticizing the ""Me Too"" movement. At one of his ev… https://t.co/ft7E7qZgRs",100
200,0.0,0.0,1.0,0.0,cnn,Mon Apr 09 23:59:20 +0000 2018,"Modern humans evolved to have a smooth forehead with very mobile, expressive and hairy eyebrows rather than permane… https://t.co/x0qHPHh29j",1
201,0.0,0.0,1.0,0.0,cnn,Mon Apr 09 23:48:44 +0000 2018,"""When it comes to gender and racial diversity, Congress remains a work in progress,"" writes Kelly Dittmar.

11 stat… https://t.co/6Wf8K9GGtf",2
202,-0.5267,0.134,0.866,0.0,cnn,Mon Apr 09 23:43:28 +0000 2018,Bill Cosby paid $3.38 million to the woman who said that he drugged and assaulted her as part of a 2006 civil settl… https://t.co/fQHASlW8TO,3
203,0.0,0.0,1.0,0.0,cnn,Mon Apr 09 23:41:55 +0000 2018,The controversy over Sinclair Broadcast Group's media-bashing promos has quieted down. But the headache isn't going… https://t.co/6jTfYmhLaW,4
204,-0.3818,0.115,0.885,0.0,cnn,Mon Apr 09 23:36:57 +0000 2018,"The FDA has issued an order to restrict sales and distribution of Essure, the only non-surgical permanent form of b… https://t.co/vRRyI3nWNN",5
205,-0.128,0.073,0.927,0.0,cnn,Mon Apr 09 23:28:32 +0000 2018,"The Russians, the Syrians, and the Iranians all pointed the finger at Israel for carrying out a strike on a Syrian… https://t.co/LuhHacbzV4",6
206,0.0,0.0,1.0,0.0,cnn,Mon Apr 09 23:26:14 +0000 2018,"President Donald Trump slammed the FBI raid on his personal attorney Michael Cohen's office and hotel room as a ""di… https://t.co/qgFRTkD4eP",7
207,-0.032,0.109,0.786,0.105,cnn,Mon Apr 09 23:24:58 +0000 2018,"RT @CNNSitRoom: ""You just can't underscore how remarkable this is,"" this is the personal attorney of the President of the United States -@D…",8
208,0.0,0.0,1.0,0.0,cnn,Mon Apr 09 23:24:42 +0000 2018,RT @CNNSitRoom: JUST IN: Among the records seized from Donald Trump’s personal attorney were communications between Michael Cohen and Trump…,9
209,-0.3384,0.112,0.888,0.0,cnn,Mon Apr 09 23:20:47 +0000 2018,President Donald Trump on investigators: This is the most biased group of people … They’re not looking at the “horr… https://t.co/J9FTf7pJzh,10
210,-0.5367,0.136,0.864,0.0,cnn,Mon Apr 09 23:18:24 +0000 2018,"Here's one more reason to ""fear the reaper"" -- the Carolina Reaper, that is, said to be over 400 times spicier than… https://t.co/CTtDvObmx2",11
211,0.4803,0.0,0.822,0.178,cnn,Mon Apr 09 23:11:37 +0000 2018,"Attention senior citizens: A new Medicare card is coming your way, but be careful not to fall victim to any scams.… https://t.co/vAYZH3eito",12
212,0.0,0.0,1.0,0.0,cnn,Mon Apr 09 22:59:12 +0000 2018,"Among the records seized from Donald Trump’s personal attorney, Michael Cohen, were communications between Cohen an… https://t.co/n575npOrMk",13
213,0.0,0.0,1.0,0.0,cnn,Mon Apr 09 22:54:04 +0000 2018,President Trump slams Attorney General Jeff Sessions over his decision to recuse himself in the Russia investigatio… https://t.co/vyreOV6d5o,14
214,-0.4939,0.138,0.862,0.0,cnn,Mon Apr 09 22:43:47 +0000 2018,"JUST IN: President Trump says the FBI raid of his personal attorney, Michael Cohen, is a “real disgrace, it’s an at… https://t.co/Vuwil2PkaB",15
215,0.0,0.0,1.0,0.0,cnn,Mon Apr 09 22:39:22 +0000 2018,"RT @AC360: JUST IN: Among the records seized from Donald Trump’s personal attorney were communications between Michael Cohen and Trump, acc…",16
216,-0.0772,0.075,0.925,0.0,cnn,Mon Apr 09 22:33:52 +0000 2018,"""Black Panther"" passes ""Titanic"" at the box office on the all-time list of highest grossing films… https://t.co/igIIinGUCB",17
217,-0.7184,0.318,0.682,0.0,cnn,Mon Apr 09 22:20:57 +0000 2018,"There was no working smoke alarm in the Trump Tower apartment where a deadly fire started, a source says… https://t.co/KRMhPxaYvK",18
218,-0.4767,0.147,0.853,0.0,cnn,Mon Apr 09 22:18:28 +0000 2018,"The US will respond to the Assad regime's alleged chemical attack against Syrian civilians, US Ambassador Nikki Hal… https://t.co/Z0mO1CB2Nb",19
219,0.5984,0.0,0.803,0.197,cnn,Mon Apr 09 22:12:15 +0000 2018,"Rep. Ruben Gallego: I'd like to remind the viewers, it's only Monday. So, God knows what's going to happen the rest… https://t.co/lUxMXkIUbe",20
220,0.0,0.0,1.0,0.0,cnn,Mon Apr 09 23:59:20 +0000 2018,"Modern humans evolved to have a smooth forehead with very mobile, expressive and hairy eyebrows rather than permane… https://t.co/x0qHPHh29j",21
221,0.0,0.0,1.0,0.0,cnn,Mon Apr 09 23:48:44 +0000 2018,"""When it comes to gender and racial diversity, Congress remains a work in progress,"" writes Kelly Dittmar.

11 stat… https://t.co/6Wf8K9GGtf",22
222,-0.5267,0.134,0.866,0.0,cnn,Mon Apr 09 23:43:28 +0000 2018,Bill Cosby paid $3.38 million to the woman who said that he drugged and assaulted her as part of a 2006 civil settl… https://t.co/fQHASlW8TO,23
223,0.0,0.0,1.0,0.0,cnn,Mon Apr 09 23:41:55 +0000 2018,The controversy over Sinclair Broadcast Group's media-bashing promos has quieted down. But the headache isn't going… https://t.co/6jTfYmhLaW,24
224,-0.3818,0.115,0.885,0.0,cnn,Mon Apr 09 23:36:57 +0000 2018,"The FDA has issued an order to restrict sales and distribution of Essure, the only non-surgical permanent form of b… https://t.co/vRRyI3nWNN",25
225,-0.128,0.073,0.927,0.0,cnn,Mon Apr 09 23:28:32 +0000 2018,"The Russians, the Syrians, and the Iranians all pointed the finger at Israel for carrying out a strike on a Syrian… https://t.co/LuhHacbzV4",26
226,0.0,0.0,1.0,0.0,cnn,Mon Apr 09 23:26:14 +0000 2018,"President Donald Trump slammed the FBI raid on his personal attorney Michael Cohen's office and hotel room as a ""di… https://t.co/qgFRTkD4eP",27
227,-0.032,0.109,0.786,0.105,cnn,Mon Apr 09 23:24:58 +0000 2018,"RT @CNNSitRoom: ""You just can't underscore how remarkable this is,"" this is the personal attorney of the President of the United States -@D…",28
228,0.0,0.0,1.0,0.0,cnn,Mon Apr 09 23:24:42 +0000 2018,RT @CNNSitRoom: JUST IN: Among the records seized from Donald Trump’s personal attorney were communications between Michael Cohen and Trump…,29
229,-0.3384,0.112,0.888,0.0,cnn,Mon Apr 09 23:20:47 +0000 2018,President Donald Trump on investigators: This is the most biased group of people … They’re not looking at the “horr… https://t.co/J9FTf7pJzh,30
230,-0.5367,0.136,0.864,0.0,cnn,Mon Apr 09 23:18:24 +0000 2018,"Here's one more reason to ""fear the reaper"" -- the Carolina Reaper, that is, said to be over 400 times spicier than… https://t.co/CTtDvObmx2",31
231,0.4803,0.0,0.822,0.178,cnn,Mon Apr 09 23:11:37 +0000 2018,"Attention senior citizens: A new Medicare card is coming your way, but be careful not to fall victim to any scams.… https://t.co/vAYZH3eito",32
232,0.0,0.0,1.0,0.0,cnn,Mon Apr 09 22:59:12 +0000 2018,"Among the records seized from Donald Trump’s personal attorney, Michael Cohen, were communications between Cohen an… https://t.co/n575npOrMk",33
233,0.0,0.0,1.0,0.0,cnn,Mon Apr 09 22:54:04 +0000 2018,President Trump slams Attorney General Jeff Sessions over his decision to recuse himself in the Russia investigatio… https://t.co/vyreOV6d5o,34
234,-0.4939,0.138,0.862,0.0,cnn,Mon Apr 09 22:43:47 +0000 2018,"JUST IN: President Trump says the FBI raid of his personal attorney, Michael Cohen, is a “real disgrace, it’s an at… https://t.co/Vuwil2PkaB",35
235,0.0,0.0,1.0,0.0,cnn,Mon Apr 09 22:39:22 +0000 2018,"RT @AC360: JUST IN: Among the records seized from Donald Trump’s personal attorney were communications between Michael Cohen and Trump, acc…",36
236,-0.0772,0.075,0.925,0.0,cnn,Mon Apr 09 22:33:52 +0000 2018,"""Black Panther"" passes ""Titanic"" at the box office on the all-time list of highest grossing films… https://t.co/igIIinGUCB",37
237,-0.7184,0.318,0.682,0.0,cnn,Mon Apr 09 22:20:57 +0000 2018,"There was no working smoke alarm in the Trump Tower apartment where a deadly fire started, a source says… https://t.co/KRMhPxaYvK",38
238,-0.4767,0.147,0.853,0.0,cnn,Mon Apr 09 22:18:28 +0000 2018,"The US will respond to the Assad regime's alleged chemical attack against Syrian civilians, US Ambassador Nikki Hal… https://t.co/Z0mO1CB2Nb",39
239,0.5984,0.0,0.803,0.197,cnn,Mon Apr 09 22:12:15 +0000 2018,"Rep. Ruben Gallego: I'd like to remind the viewers, it's only Monday. So, God knows what's going to happen the rest… https://t.co/lUxMXkIUbe",40
240,0.2732,0.0,0.913,0.087,cnn,Mon Apr 09 22:08:33 +0000 2018,RT @CNNSitRoom: A source close to the White House says Mueller’s decision to raid the offices of Michael Cohen could well push the Presiden…,41
241,0.5267,0.0,0.833,0.167,cnn,Mon Apr 09 22:07:14 +0000 2018,"The US Department of Justice announced that seven people associated with Backpage, a classified ads website, have b… https://t.co/9ljV0ps3PH",42
242,0.8176,0.0,0.615,0.385,cnn,Mon Apr 09 22:04:38 +0000 2018,Encourage moves toward religious freedom by Islamic leaders | By Johnnie Moore via @CNNOpinion… https://t.co/fkIMeCysCL,43
243,0.0,0.0,1.0,0.0,cnn,Mon Apr 09 21:54:58 +0000 2018,The FBI just raided Michael Cohen's office. Here's what he still hasn't told us about the Stormy Daniels payment. |… https://t.co/9QXtOteWnz,44
244,-0.5574,0.146,0.854,0.0,cnn,Mon Apr 09 21:39:04 +0000 2018,"More than 4,000 black men, women, and children died at the hands of white mobs between 1877 and 1950. This memorial… https://t.co/mSkXgTKkzo",45
245,0.0,0.0,1.0,0.0,cnn,Mon Apr 09 21:25:46 +0000 2018,"The nonpartisan Congressional Budget Office has released its 10-year budget and economic outlook, and it projects t… https://t.co/qwSccoJfeO",46
246,-0.4588,0.218,0.704,0.077,cnn,Mon Apr 09 21:12:14 +0000 2018,The biggest Black Lives Matter page on Facebook is fake https://t.co/exaqtOt1mR https://t.co/3Cvgp6Hkl6,47
247,0.0,0.0,1.0,0.0,cnn,Mon Apr 09 21:00:54 +0000 2018,"First Fortune 500 Latina CEO Geisha Williams tells @PoppyHarlowCNN why she believes immigrants are a ""secret weapon… https://t.co/WFwj5wxrzs",48
